Perusahaan,Posisi,kategori_posisi,kota,gaji_angka,list_skill,pendidikan_clean,jenis_clean
PT Lintas Semesta,Supervisor IT,Other,Tangerang,6500000.0,"['linux', 'sql']",S1,kontrak/temporer
PT. Patimban Global Gateway,IT System Engineer,Other,Jakarta Pusat,,"['cybersecurity', 'java']",S1,full time
PT Indo Evergreen,Lowongan Kerja MAGANG SMK TEKNIK KOMPUTER - PANGALENGAN JAWA BARAT,Other,Bandung,,['iot'],Tidak Disebutkan,"full time, kontrak/temporer"
PT Eonchemicals Putra,IT Servicedesk Staff,Other,Jakarta Raya,6250000.0,[],S1,kontrak/temporer
Adaro Land,IT Staff,Support / Helpdesk / IT Ops,Jakarta Raya,,"['aws', 'docker', 'javascript', 'kubernetes', 'node.js', 'python', 'react', 'sql', 'vue']",S1,kontrak/temporer
PT BIPO Service Indonesia,Junior Support Consultant,Support / Helpdesk / IT Ops,Jakarta Raya,,['sql'],Diploma,full time
PT DORAN SUKSES INDONESIA (JETE INDONESIA),IT Support,Support / Helpdesk / IT Ops,Surabaya,,[],Tidak Disebutkan,full time
PT Ciptajaya Sejahtera Abadi,Project Coordinator Tower,Other,Jakarta Raya,,[],Diploma,kontrak/temporer
Wzone Gym Studio,IT Staff,Support / Helpdesk / IT Ops,DI Yogyakarta,3250000.0,"['laravel', 'php', 'vue']",S1,full time
PT Indo Container Lines (Icon Line),IT Support,Support / Helpdesk / IT Ops,Jakarta Utara,,[],Diploma,full time
iDE taxfin,IT Support,Support / Helpdesk / IT Ops,Jakarta Selatan,,[],Tidak Disebutkan,kontrak/temporer
PT Intikom Berlian Mustika - Talent Acquisition,Server Engineer,Network / Infra / SysAdmin,Jakarta Raya,,[],Diploma,full time
PT Global Alih Daya (Agent&Co),IT Helpdesk,Support / Helpdesk / IT Ops,Yogyakarta,,[],Diploma,full time
"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",Data Center Staff,Data / AI,Jakarta Utara,,[],S1,full time
PT Adiprima Suraprinta,IT Program,Other,Gresik,5500000.0,"['css', 'golang', 'javascript', 'laravel', 'mysql', 'php', 'sql']",S1,full time
PT Masmedia Buana Pustaka,Kepala IT,Other,Sidoarjo,,['oracle'],Tidak Disebutkan,full time
PT. Magnus Sedaya Selaras,Technical Engineer,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Aviana Sinar Abadi,Business Analyst,Business / System Analyst,Jakarta Selatan,9500000.0,"['agile', 'jira', 'scrum']",S1,full time
PT. Berca Hardayaperkasa,Business Process Analyst (Process & Documentation),Business / System Analyst,Jakarta Raya,6400000.0,[],S1,full time
KORRUN GROUP,IT Desktop Support Officer,Support / Helpdesk / IT Ops,Kabupaten Bandung,4750000.0,"['ios', 'networking', 'tcp/ip']",S1,full time
PT Smailing Tours & Travel Service,Digital Implementation Staff,Other,Jakarta Raya,5750000.0,"['css', 'git', 'html', 'linux', 'mysql', 'php']",S1,full time
PT Prawathiya Karsa Pradipta,Service Desk,Support / Helpdesk / IT Ops,Bekasi,,[],Diploma,full time
PT Dwara Artha Digital,Data Analis,Data / AI,Jakarta Raya,8000000.0,"['numpy', 'pandas', 'python', 'sql']",S1,kontrak/temporer
PT Seiv Indonesia,Web & E-Commerce,Other,Tangerang,5500000.0,[],Diploma,full time
PT Binajasa Sumber Sarana (BSS Recruitment),Network Asset Management ISP Officer,Network / Infra / SysAdmin,Jakarta Raya,5750000.0,[],Tidak Disebutkan,full time
PT Lentera Bangsa Benderang,Junior Project Manager,Product / Project / Scrum,Jakarta Selatan,5750000.0,[],S1,kontrak/temporer
PT Energy Logistics,BACKEND DEVELOPER,Backend Engineer,Jakarta Raya,,"['android', 'django', 'laravel', 'mysql', 'php', 'postgresql', 'python', 'sql']",S1,full time
PT Asuransi Jiwa IFG,Project Management Office (PMO) Intern,Product / Project / Scrum,Jakarta Selatan,1750000.0,[],S1,kontrak/temporer
Yayasan Bina Nusantara,IT Project Management Support Officer,Support / Helpdesk / IT Ops,Jakarta Raya,,[],S1,full time
Cermati Fintech Group,Business Development Support,Support / Helpdesk / IT Ops,Jakarta Raya,,['sql'],S1,kontrak/temporer
COLORLINK,IT Support,Support / Helpdesk / IT Ops,Bantul,,[],Tidak Disebutkan,full time
PT Pesta Pora Abadi,DATA ANALYST,Data / AI,Malang,,"['numpy', 'pandas', 'python', 'sql']",Tidak Disebutkan,full time
PT Bagus Harapan Tritunggal,System Analyst,Business / System Analyst,Jakarta Pusat,,[],S1,full time
PT Global Service Indonesia,IT Support Engineer - Site Kalimantan - GSI,Support / Helpdesk / IT Ops,Jakarta Raya,,[],Tidak Disebutkan,full time
PT IDStar Cipta Teknologi,IT Network,Network / Infra / SysAdmin,Jakarta Selatan,,"['linux', 'networking']",S1,kontrak/temporer
PT Norxel Teknologi Indonesia,IT Staff,Support / Helpdesk / IT Ops,Semarang,6625000.0,"['agile', 'git', 'java', 'php', 'python', 'react']",S1,kontrak/temporer
PT BDO Bisnis Solusi Indonesia,IT Auditor,Other,Jakarta Raya,,[],S1,full time
PT Seiv Indonesia,IT Programmer / System Development Staff,Other,Tangerang,,"['networking', 'ui/ux']",Diploma,full time
CV KREASI NUSA WARNA,ERP Implementator (Odoo),ERP / SAP / Odoo / Dynamics,Bandung,4250000.0,['excel'],S1,full time
PT Indocyber Global Teknologi,Systems Administrator,Other,Jakarta Raya,,['linux'],Tidak Disebutkan,full time
PT Adira Dinamika Multi Finance Tbk,Digital Business and Communication Intern,Other,Jakarta Selatan,,['excel'],Tidak Disebutkan,kontrak/temporer
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),IT Helpdesk L2 (Loc. Semarang) - Manufacture Industry,Support / Helpdesk / IT Ops,Semarang,,[],Tidak Disebutkan,kontrak/temporer
PT Sisindokom Lintasbuana,System Engineer On-Site,Other,Jakarta Timur,,['linux'],S1,full time
TSMG,Junior Project Manager (AI/ ML) - Asian market,Data / AI,Jakarta Raya,,[],Tidak Disebutkan,"full time, kontrak/temporer"
Practical DevSecOps,Junior Application Security Engineer,Security / Cybersecurity,Yogyakarta,,"['cybersecurity', 'linux']",Tidak Disebutkan,full time
PT Eka Mas Republik,Transmission Network Design,Network / Infra / SysAdmin,Jakarta Raya,,[],Diploma,full time
SYSTEM INFORMASI,Audio Visual Engineer,Other,Jakarta Barat,,['networking'],Tidak Disebutkan,paruh waktu
PT Inimedia Kreatif Indonesia,Implementator,Other,Surabaya,2500000.0,"['android', 'ios', 'mongodb']",Tidak Disebutkan,full time
PT Mid Solusi Nusantara (MEKARI),Ruby on Rails Engineer (Freelance),Other,Jakarta Raya(Jarak jauh),,"['postgresql', 'redis', 'ruby', 'sql']",Tidak Disebutkan,kontrak/temporer
Transcosmos,QA Tester (BALI) (26-06337),QA / Tester,Jakarta Raya,,[],Tidak Disebutkan,full time
PT NH Korindo Sekuritas Indonesia,IT Network Security Engineer,Security / Cybersecurity,Jakarta Selatan,17500000.0,"['aws', 'azure', 'networking', 'python', 'swift', 'tcp/ip']",Tidak Disebutkan,full time
"PT. Central Proteina Prima, Tbk",IT Functional SAP MM,ERP / SAP / Odoo / Dynamics,Jakarta Selatan,,[],S1,full time
PT Sinergi Daya Mitra,Data Engineer (Project Based),Data / AI,Jakarta Raya,7250000.0,"['oracle', 'postgresql', 'python', 'sql']",Diploma,kontrak/temporer
PT IBMC Business Group,Technical Support Engineer,Support / Helpdesk / IT Ops,Jakarta Raya(Jarak jauh),10000000.0,['aws'],Tidak Disebutkan,full time
PT. Yetoya Solusi Indonesia,Teknisi Fiber Optic - Jawa Timur,Other,Surabaya,,['c'],Tidak Disebutkan,full time
Pengiklan Anonim,Teknikal Konsultan ERP Microsoft Dynamic 365,ERP / SAP / Odoo / Dynamics,Jakarta Timur,9500000.0,['sql'],Tidak Disebutkan,kontrak/temporer
PT Lentera Bangsa Benderang,Technical Writer,Other,Jakarta Selatan,10100000.0,"['agile', 'html', 'javascript', 'python']",S1,kontrak/temporer
Cermati Fintech Group,Software Engineer,Other,Jakarta Raya(Hibrid),,"['git', 'google cloud', 'java', 'kubernetes', 'mysql', 'postgresql', 'terraform']",Tidak Disebutkan,full time
PT. Berca Hardayaperkasa,Technical Writer,Other,Jakarta Raya,,"['azure', 'sql']",S1,full time
PT Vanz Inovatif Teknologi,IT Business Analyst,Business / System Analyst,Jakarta Pusat,7750000.0,[],Tidak Disebutkan,kontrak/temporer
PT Rofenty Karsa Tama,"Programmer, AI Specialist, Business Analyst, dan IT Engineer",Data / AI,Surabaya,,"['azure', 'c', 'c#', 'javascript', 'machine learning', 'python']",Diploma,full time
Pengiklan Anonim,Quality Assurance IT,QA / Tester,Jakarta Timur,10500000.0,['jira'],S1,kontrak/temporer
PT Indocyber Global Teknologi,Technical Writer,Other,Jakarta Raya,,['html'],Tidak Disebutkan,full time
PT Lentera Bangsa Benderang,IT Business Analyst,Business / System Analyst,Jakarta Barat,13250000.0,"['agile', 'sql']",S1,kontrak/temporer
PT Adira Dinamika Multi Finance Tbk,Data Science Intern,Data / AI,Jakarta Selatan,,"['c', 'machine learning', 'sql']",Tidak Disebutkan,full time
PT Sea Group,Front End Engineer (Marketplace Buyer) - Sea Labs,Frontend Engineer,Jakarta Raya,,[],Tidak Disebutkan,full time
AiChat,AI Chatbot Specialist,Data / AI,Jakarta Raya,,['nlp'],Tidak Disebutkan,full time
PT. Elabram Systems,Automation AI Integration Lead Engineer,Data / AI,Jakarta Raya,31500000.0,[],S1,kontrak/temporer
FARBEN INFORMATION (SINGAPORE) PTE. LTD.,IT Networking and Maitanance Engineer,Network / Infra / SysAdmin,Jakarta Raya,,[],Tidak Disebutkan,full time
Corporate,Corporate,Other,Surabaya,,"['flutter', 'google cloud', 'laravel', 'mysql', 'postgresql', 'python', 'react', 'sql']",S1,full time
PT Graha Karya Informasi,Business Analyst,Business / System Analyst,Jakarta Pusat,9000000.0,['excel'],S1,full time
PT Topsel Raharja Indonesia,Teknisi Hardware,Other,Mojokerto,3250000.0,[],Tidak Disebutkan,full time
Gefami Services Indonesia,Technical Writer,Other,Jakarta Raya,,"['agile', 'scrum', 'sql']",Tidak Disebutkan,kontrak/temporer
PT Nityo Infotech,Business Analyst - ServiceNow,Business / System Analyst,Jakarta Selatan,27500000.0,[],Tidak Disebutkan,kontrak/temporer
PT Sea Group,Labs Bootcamp Program,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
Coforge,Web Engineer,Other,Jakarta Raya,7000000.0,"['git', 'javascript', 'react', 'typescript']",Tidak Disebutkan,full time
PT Agate International,Game Porting Producer,Other,Bandung,,['jira'],Tidak Disebutkan,full time
Cermati Fintech Group,Business Intelligence Analyst,Data / AI,Jakarta Raya,,"['big data', 'excel', 'java', 'javascript', 'python', 'sql']",S1,full time
CTI Group,Security Consultant,Security / Cybersecurity,Jakarta Raya,,"['linux', 'networking', 'tcp/ip']",Diploma,full time
TIKTOK PTE LTD (TIKTOK),Backend Engineer Project Intern (TikTok Shop by Tokopedia) - 2026 Start (BS/MS),Backend Engineer,Yogyakarta,,"['golang', 'javascript', 'react', 'sql']",Tidak Disebutkan,full time
PT Bosnet Distribution Indonesia,IT Project Manager,Product / Project / Scrum,Jakarta Selatan,,[],S1,full time
PT MEDELA POTENTIA Tbk,Software Quality Assurance Specialist,QA / Tester,South Tangerang,,"['agile', 'jira', 'scrum', 'sql', 'ui/ux']",S1,full time
PT TechMaju Digital Archipelago,Software Engineer,Other,Bandung,6000000.0,"['aws', 'git', 'javascript', 'mysql', 'python']",S1,full time
KOPERASI JASA PT INFRASTRUKTUR TELEKOMUNIKASI INDONESIA,Radio Network Planner (RNP),Network / Infra / SysAdmin,Jakarta Selatan,,[],Tidak Disebutkan,kontrak/temporer
PT Wowin Purnomo Putera (Kudus),"JUNIOR WEB & SOFTWARE DEVELOPER – AREA SOLO RAYA (SURAKARTA), JAWA TENGAH",Other,Surakarta,,"['css', 'git', 'html', 'javascript', 'laravel', 'mysql', 'node.js', 'php', 'postgresql', 'python', 'ui/ux']",Diploma,kontrak/temporer
PT Ideologi Nusa Integrasi,Network Security Monitoring,Security / Cybersecurity,Jakarta Raya,1875000.0,[],Tidak Disebutkan,paruh waktu
Pengiklan Anonim,IT Programmer dan Support,Support / Helpdesk / IT Ops,Sidoarjo,,"['.net', 'sql']",S1,kontrak/temporer
PT Limin Marine & Offshore,Internship IT Programmer,Other,Jakarta Barat,,"['git', 'javascript', 'mongodb', 'mysql', 'node.js', 'postgresql', 'react', 'ui/ux', 'vue']",Diploma,full time
ParagonCorp,Frontend Engineer,Frontend Engineer,Jakarta Raya,,"['css', 'git', 'html', 'javascript', 'react', 'ui/ux', 'vue']",S1,kontrak/temporer
Yayasan Bina Nusantara,Technical Content Writer,Other,Jakarta Barat,,[],S1,full time
PT. Zentralink Otoparts,Fullstack Programmer,Fullstack Engineer,Jakarta Selatan,5000000.0,"['flutter', 'javascript', 'laravel', 'mysql', 'php']",Diploma,full time
PT. Venturo Pro Indonesia,Web Programmer (Python),Other,Malang,,"['angular', 'css', 'django', 'flask', 'git', 'html', 'javascript', 'kubernetes', 'laravel', 'mongodb', 'mysql', 'php', 'postgresql', 'python', 'react', 'redis', 'ui/ux', 'vue']",Tidak Disebutkan,full time
PT Eka Mas Republik,NOC Fault Management Engineer,Network / Infra / SysAdmin,South Tangerang,,[],S1,full time
PT Artha Infotama (Jakarta),ERP Application Consultant,ERP / SAP / Odoo / Dynamics,Jakarta Pusat,,['sql'],Diploma,full time
PT. Arkana Solusi Digital,Business Analyst,Business / System Analyst,Jakarta Selatan,,[],S1,full time
EY,Finance Associate - Payroll Expense Operate Services,Security / Cybersecurity,Jakarta Raya,,['excel'],S1,full time
PT Sentra Vidya Utama,Quality Assurance Engineer,QA / Tester,Surabaya,7750000.0,"['java', 'javascript', 'jenkins', 'python', 'typescript']",Tidak Disebutkan,full time
Kurniawan Group,IT Help Desk,Other,Jakarta Raya,6000000.0,[],Diploma,kontrak/temporer
PT Sinergy Informasi Pratama,IT Product Specialist,Other,Jakarta Raya,,['cybersecurity'],S1,kontrak/temporer
PT Eka Mas Republik,Scheduling-Dispatch-Control Manager,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Data Analyst - Manufacture Industry,Data / AI,Jakarta Raya,,"['agile', 'aws', 'big data', 'mysql', 'sql', 'tableau']",S1,kontrak/temporer
PT RAJA SUKSES PROPERTINDO,IT Programmer,Other,Cirebon,,"['c', 'c++', 'java', 'python']",S1,full time
PT Penguin Indonesia,Data Analyst,Data / AI,Jakarta Utara,,"['excel', 'power bi', 'sql', 'tableau']",S1,full time
PT Solusindo Bintang Pratama,Presales,Sales / Presales / Solution,Jakarta Raya,6000000.0,[],Diploma,full time
PT. Elabram Systems,Quality Assurance Tester,QA / Tester,Jakarta Raya(Hibrid),,"['agile', 'scrum']",S1,kontrak/temporer
PT Tonggak Teknologi Netikom,Teknisi Jaringan,Other,Sleman,2750000.0,[],Tidak Disebutkan,full time
PT. Elabram Systems,NOC BO 5G RAN Expert,Network / Infra / SysAdmin,Jakarta Raya,17500000.0,[],S1,full time
PT Sinergi Daya Mitra,Incident Manager,Other,Jakarta Raya,,['jira'],S1,kontrak/temporer
GriyaNet Indonesia,Branch Manager,Other,Malang,5000000.0,[],S1,full time
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Junior QA Automation - Insurance Industry,QA / Tester,Jakarta Raya,,"['.net', 'c', 'c#']",S1,kontrak/temporer
PT Bina Karya Prima,Oracle EBS Functional Support,ERP / SAP / Odoo / Dynamics,Jakarta Utara,,"['java', 'oracle', 'php', 'sql']",Tidak Disebutkan,full time
Pengiklan Anonim,Technical Support,Support / Helpdesk / IT Ops,Tangerang District,,[],Diploma,full time
PT Intrias Mandiri Sejati,IT BUSINESS ANALYST,Business / System Analyst,Jakarta Selatan,14000000.0,[],S1,kontrak/temporer
PT Batik Sukses Sejahtera,Freelance IoT LIDAR,Other,Cirebon,,"['arduino', 'c', 'c++', 'iot', 'python']",Tidak Disebutkan,full time
PT Molca Teknologi Nusantara,QA & QC Engineer,QA / Tester,Surabaya,,"['git', 'ui/ux']",Tidak Disebutkan,kontrak/temporer
Staffinc,Project Lead,Other,Jakarta Selatan,6500000.0,"['c', 'excel']",Diploma,full time
Integrity,Mystery Shopper Supervisor,Other,Jakarta Raya,,[],Tidak Disebutkan,full time
Morning Glory Enterprise (Surabaya),Sistem Analis IT,Other,Surabaya,,[],Diploma,full time
PT Inovasi Informatika Indonesia,Quality Assurance,QA / Tester,Jakarta Selatan,7500000.0,"['agile', 'git', 'java', 'javascript', 'jenkins', 'python', 'scrum', 'sql']",Tidak Disebutkan,kontrak/temporer
Staffinc,Data and Software Engineer,Data / AI,Jakarta Pusat,14950000.0,['php'],S1,full time
PT Merdeka Copper Gold Tbk,ERP & Digitalization Manager,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,['iot'],S1,full time
True Chef and Baker,System Analyst and Implementation Intern,Business / System Analyst,Jakarta Selatan,2200000.0,[],S1,full time
PT. Skyshi Digital Indonesia,Software Quality Assurance (Manual),QA / Tester,Yogyakarta,7750000.0,['sql'],Tidak Disebutkan,kontrak/temporer
PT Hashmicro Solusi Indonesia,Accounting Consultant,Sales / Presales / Solution,Jakarta Raya,,"['go', 'networking']",S1,full time
PT Mitra Solusi Telematika,Quality Assurance Analyst (Project Based),QA / Tester,DI Yogyakarta,,"['agile', 'android', 'excel', 'ios']",Tidak Disebutkan,kontrak/temporer
PT. Elabram Systems,Lead Business Analyst,Business / System Analyst,Jakarta Raya,,[],Tidak Disebutkan,kontrak/temporer
PT. Global Infotech Solution,Technical Lead Security,Security / Cybersecurity,Jakarta Pusat,12500000.0,[],Tidak Disebutkan,full time
PT Lentera Bangsa Benderang,Product Owner,Product / Project / Scrum,Jakarta Selatan,11000000.0,"['agile', 'jira', 'scrum']",S1,kontrak/temporer
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Application Support (Java) - Banking Industry,Backend Engineer,Jakarta Raya,,['mysql'],S1,kontrak/temporer
Nauli Data,Security Engineer (Ready-to-Join ASAP),Security / Cybersecurity,Jakarta Selatan,,"['linux', 'networking', 'tcp/ip']",Tidak Disebutkan,kontrak/temporer
PT IDStar Cipta Teknologi,IT Project Manager,Product / Project / Scrum,Jakarta Raya,,"['cybersecurity', 'git', 'java', 'python']",S1,full time
PT. Elabram Systems,Data Center Engineer Officer,Data / AI,Jakarta Raya,31250000.0,['react'],S1,kontrak/temporer
PT Nexora Digital,Developer,Other,Jakarta Raya(Hibrid),8500000.0,"['c', 'c++']",Tidak Disebutkan,full time
PT INTAN PARIWARA,Senior Full Stack Engineer,Fullstack Engineer,Yogyakarta,6500000.0,"['django', 'flutter', 'java', 'javascript', 'kotlin', 'node.js', 'python', 'swift', 'typescript']",S1,full time
Faxtor Indonesia,Technology Development,Other,Bandung,,['ui/ux'],S1,full time
PT Intrias Mandiri Sejati,Developer & Tester,QA / Tester,Jakarta Selatan,5700000.0,[],S1,kontrak/temporer
KOPERASI JASA PT INFRASTRUKTUR TELEKOMUNIKASI INDONESIA,Core Solution Architect,Other,Jakarta Selatan,,"['aws', 'azure', 'kubernetes', 'networking']",S1,kontrak/temporer
PT Eka Mas Republik,Project Assurance & EHS,Other,Tangerang,,[],Diploma,full time
PT Graha Karya Informasi,AWS ENGINEER (CERTIFIED),DevOps / Cloud / SRE,Jakarta Selatan,9000000.0,"['aws', 'terraform']",Tidak Disebutkan,full time
PT Solusi Prima Packaging,Backend Engineer,Backend Engineer,South Tangerang,,"['.net', 'git', 'google cloud', 'mysql', 'redis', 'sql']",Tidak Disebutkan,full time
EY,CBS - Internal Audit (System & Procedure) Associate,Security / Cybersecurity,Jakarta Raya,,[],S1,full time
PT Accord Innovations Indonesia,IT Security Engineer,Security / Cybersecurity,Cilegon,11500000.0,[],Tidak Disebutkan,kontrak/temporer
WireHire,Korean Interpreter - Banking IT Project,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],Tidak Disebutkan,full time
PT. Cakra Tekno Nusantara,AI Engineer - Generative AI Focus,Data / AI,Tangerang,7750000.0,"['machine learning', 'python']",S1,full time
PT Tiara agung Pratama,Business Development - IT Specialist (Internship),Other,Bogor,,[],Tidak Disebutkan,full time
Pengiklan Anonim,Business Analyst IT,Business / System Analyst,Jakarta Timur,7750000.0,[],S1,kontrak/temporer
PT Vertika Technologies Nusantara,Software Engineer Backend,Backend Engineer,Jakarta Raya(Hibrid),,['python'],Tidak Disebutkan,full time
VIVERE GROUP,Full-Stack Developer Intern,Other,Tangerang,,"['git', 'python', 'sql']",S1,kasual
PT Adira Dinamika Multi Finance Tbk,Business Intelligence Intern,Data / AI,Jakarta Selatan,,"['machine learning', 'power bi', 'sql', 'tableau']",Tidak Disebutkan,full time
PT INTAN PARIWARA,Junior Full Stack Engineer,Fullstack Engineer,Yogyakarta,2550000.0,"['angular', 'css', 'django', 'flask', 'html', 'javascript', 'laravel', 'node.js', 'php', 'python', 'react', 'sql', 'vue']",Tidak Disebutkan,full time
PT Eka Mas Republik,EATP Control Engineer,Other,Jakarta Raya,,[],Diploma,full time
Pengiklan Anonim,IT Supervisor – Hardware,Other,Jakarta Selatan,,['linux'],Diploma,full time
PT GITS Indonesia,System Analyst (Project-Based),Business / System Analyst,Jakarta Pusat,,[],S1,kontrak/temporer
